Transaction,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,StateOrProvince,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
12336,10/10/2016,8463,M,M,N,1,$30K - $50K,Yakima,WA,USA,Drink,Dairy,Dairy,3,3.92
12337,10/10/2016,7782,F,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Specialty,6,9.52
12338,10/10/2016,4247,F,M,Y,3,$70K - $90K,Portland,OR,USA,Food,Produce,Fruit,5,10.58
12339,10/10/2016,4402,F,S,Y,1,$110K - $130K,Portland,OR,USA,Food,Snack Foods,Snack Foods,2,10.3
12340,10/10/2016,3439,F,S,Y,2,$70K - $90K,Guadalajara,Jalisco,Mexico,Food,Snack Foods,Snack Foods,3,6.65
12341,10/10/2016,5971,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,28.2
12342,10/10/2016,943,F,S,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Produce,Vegetables,6,7.18
12343,10/10/2016,5419,F,S,Y,1,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,5,7
12344,10/10/2016,753,F,S,Y,1,$90K - $110K,Bremerton,WA,USA,Non-Consumable,Household,Electrical,5,26.8
12345,10/10/2016,5368,F,M,Y,4,$10K - $30K,San Diego,CA,USA,Food,Produce,Fruit,5,4.84
12346,10/10/2016,6689,M,S,N,1,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,6,6.96
12347,10/11/2016,4508,M,M,Y,0,$30K - $50K,Salem,OR,USA,Food,Baked Goods,Bread,4,20.06
12348,10/11/2016,6544,F,S,N,0,$10K - $30K,Salem,OR,USA,Food,Produce,Specialty,4,7.04
12349,10/11/2016,5572,F,S,Y,5,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,5,11.81
12350,10/11/2016,2817,F,S,Y,4,$70K - $90K,Los Angeles,CA,USA,Drink,Beverages,Hot Beverages,3,6.01
12351,10/11/2016,680,F,M,Y,3,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Starchy Foods,Starchy Foods,5,17.52
12352,10/11/2016,10025,M,M,Y,1,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,3,12.19
12353,10/11/2016,4761,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Desserts,4,13.53
12354,10/11/2016,1147,F,S,Y,3,$30K - $50K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,23.25
12355,10/11/2016,3936,M,S,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,5,5.26
12356,10/11/2016,4231,F,S,N,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,4,5.26
12357,10/11/2016,5341,F,M,Y,2,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,3,20.01
12358,10/11/2016,9049,M,S,N,0,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Produce,Fruit,5,8.64
12359,10/11/2016,739,M,M,Y,4,$50K - $70K,Yakima,WA,USA,Food,Canned Foods,Vegetables,3,1.32
12360,10/11/2016,9116,M,S,Y,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Dairy,Dairy,4,2.68
12361,10/11/2016,6034,M,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Frozen Foods,Breakfast Foods,4,3.13
12362,10/11/2016,1942,F,S,Y,2,$90K - $110K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,6,11.17
12363,10/11/2016,9413,F,M,Y,2,$70K - $90K,Victoria,BC,Canada,Food,Produce,Vegetables,2,14.2
12364,10/11/2016,5991,M,M,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,2,4.86
12365,10/11/2016,8571,M,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,6,8.36
12366,10/11/2016,6665,M,M,N,5,$70K - $90K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,15.96
12367,10/11/2016,7614,M,M,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Dairy,Dairy,6,25.31
12368,10/11/2016,1475,M,M,Y,3,$10K - $30K,Vancouver,BC,Canada,Drink,Beverages,Hot Beverages,4,10.06
12369,10/11/2016,2463,M,M,Y,4,$10K - $30K,Vancouver,BC,Canada,Food,Breakfast Foods,Breakfast Foods,5,14.17
12370,10/11/2016,5172,M,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,3.24
12371,10/11/2016,8624,M,S,Y,1,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,3.82
12372,10/11/2016,2229,M,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Health and Hygiene,Hygiene,4,4.56
12373,10/11/2016,5605,M,M,Y,4,$10K - $30K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,3,8.88
12374,10/12/2016,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,12.82
12375,10/12/2016,2952,F,S,Y,1,$30K - $50K,Yakima,WA,USA,Food,Eggs,Eggs,4,6.24
12376,10/12/2016,8039,M,M,N,2,$70K - $90K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Kitchen Products,3,3.24
12377,10/12/2016,826,F,M,Y,3,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Canned Soup,5,11.16
12378,10/12/2016,1495,F,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,4,10.86
12379,10/12/2016,1495,F,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,2,10.37
12380,10/12/2016,4256,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,4,6.4
12381,10/12/2016,6693,F,M,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,2,9.56
12382,10/12/2016,4499,M,M,Y,4,$130K - $150K,Salem,OR,USA,Drink,Dairy,Dairy,4,12.38
12383,10/12/2016,4871,F,S,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Food,Deli,Meat,2,5.8
12384,10/12/2016,876,M,M,N,5,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Specialty,4,9.44
12385,10/12/2016,5174,M,M,Y,4,$30K - $50K,Spokane,WA,USA,Food,Frozen Foods,Frozen Desserts,6,6.47
12386,10/12/2016,3864,M,S,N,3,$70K - $90K,Merida,Yucatan,Mexico,Food,Starchy Foods,Starchy Foods,5,24.91
12387,10/12/2016,9610,M,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Candles,2,6.95
12388,10/12/2016,8282,F,M,Y,2,$10K - $30K,San Francisco,CA,USA,Food,Baked Goods,Bread,3,1.76
12389,10/12/2016,6679,M,S,Y,0,$150K +,Merida,Yucatan,Mexico,Food,Seafood,Seafood,5,14.21
12390,10/12/2016,8106,M,S,Y,4,$70K - $90K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,4,7.35
12391,10/12/2016,9574,F,M,Y,4,$10K - $30K,Acapulco,Guerrero,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,38.42
12392,10/12/2016,9123,M,S,Y,1,$90K - $110K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,6.91
12393,10/12/2016,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,4,5.24
12394,10/12/2016,9263,F,M,Y,2,$30K - $50K,Spokane,WA,USA,Food,Deli,Meat,4,2.81
12395,10/12/2016,750,M,S,N,3,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,4,11.57
12396,10/12/2016,9241,M,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,11.63
12397,10/12/2016,1495,F,M,Y,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,3,26
12398,10/12/2016,4459,F,M,Y,1,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Plastic Products,4,15.28
12399,10/12/2016,866,M,M,Y,4,$10K - $30K,San Andres,DF,Mexico,Food,Canned Foods,Canned Sardines,2,11.79
12400,10/12/2016,1183,M,S,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Produce,Specialty,2,5.19
12401,10/13/2016,9134,M,M,Y,5,$70K - $90K,Yakima,WA,USA,Drink,Dairy,Dairy,5,3.41
12402,10/13/2016,9484,M,S,N,4,$50K - $70K,Mexico City,DF,Mexico,Non-Consumable,Household,Bathroom Products,6,17.04
12403,10/13/2016,2022,M,S,N,3,$50K - $70K,Guadalajara,Jalisco,Mexico,Food,Snack Foods,Snack Foods,4,2.55
12404,10/13/2016,5578,F,S,N,5,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Baking Goods,4,4.59
12405,10/13/2016,4853,M,S,Y,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Deli,Side Dishes,6,7.81
12406,10/13/2016,5163,M,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,2,10.49
12407,10/13/2016,8087,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Baking Goods,Baking Goods,3,16.02
12408,10/13/2016,9450,F,S,Y,2,$90K - $110K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,11.35
12409,10/13/2016,9037,F,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,2,4.5
12410,10/13/2016,9197,M,M,Y,1,$70K - $90K,Orizaba,Veracruz,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,7.78
12411,10/13/2016,4049,F,S,Y,4,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Produce,Specialty,5,30.51
12412,10/13/2016,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Vegetables,4,8.96
12413,10/13/2016,3900,F,S,N,4,$30K - $50K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,3,15.18
12414,10/13/2016,9514,F,S,N,1,$10K - $30K,Guadalajara,Jalisco,Mexico,Food,Produce,Vegetables,3,3.63
12415,10/13/2016,9272,F,S,N,5,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Breakfast Foods,5,9.07
12416,10/13/2016,1979,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,10.91
12417,10/13/2016,4618,M,M,N,3,$50K - $70K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,4,15.02
12418,10/13/2016,2963,M,S,N,4,$90K - $110K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,5.35
12419,10/13/2016,7039,M,M,N,2,$30K - $50K,Vancouver,BC,Canada,Non-Consumable,Periodicals,Magazines,5,11.59
12420,10/13/2016,1397,M,S,Y,0,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,5,2.57
12421,10/13/2016,9790,F,M,Y,4,$110K - $130K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,5,19.28
12422,10/13/2016,335,F,S,N,5,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,7.62
12423,10/13/2016,731,F,M,Y,0,$70K - $90K,Victoria,BC,Canada,Food,Deli,Meat,4,33.84
12424,10/13/2016,2070,F,M,Y,4,$70K - $90K,Mexico City,DF,Mexico,Non-Consumable,Household,Paper Products,2,9.02
12425,10/13/2016,5419,F,S,Y,1,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Carousel,Specialty,6,12.88
12426,10/13/2016,753,F,S,Y,1,$90K - $110K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,5,23.52
12427,10/13/2016,6722,M,S,N,1,$70K - $90K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,15.39
12428,10/13/2016,3761,F,S,N,4,$50K - $70K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Kitchen Products,2,17.38
12429,10/13/2016,9025,F,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,41.08
12430,10/13/2016,506,F,S,N,3,$70K - $90K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,2,2.43
12431,10/13/2016,8751,F,M,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Pizza,2,5.27
12432,10/13/2016,9247,M,S,Y,4,$30K - $50K,Seattle,WA,USA,Food,Dairy,Dairy,4,16.59
12433,10/13/2016,2528,M,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,3,4.05
12434,10/13/2016,7169,F,S,N,4,$50K - $70K,Victoria,BC,Canada,Food,Frozen Foods,Pizza,4,7.59
12435,10/13/2016,2507,F,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Pizza,3,10.15
12436,10/14/2016,4277,M,S,Y,0,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,4,3.64
12437,10/14/2016,4582,M,S,N,2,$150K +,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,4,4.16
12438,10/14/2016,498,M,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Fruit,3,19.11
12439,10/14/2016,9318,M,M,Y,1,$110K - $130K,Spokane,WA,USA,Food,Deli,Meat,6,16.63
12440,10/14/2016,571,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Carousel,Specialty,4,10.53
12441,10/14/2016,924,M,M,Y,5,$30K - $50K,Bremerton,WA,USA,Food,Baked Goods,Bread,5,9.9
12442,10/14/2016,1787,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,5.71
12443,10/14/2016,4520,F,S,Y,4,$70K - $90K,Beverly Hills,CA,USA,Food,Eggs,Eggs,5,11.96
12444,10/14/2016,7231,M,S,Y,3,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Produce,Fruit,4,8.15
12445,10/14/2016,4890,M,S,N,0,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Packaged Vegetables,2,4.34
12446,10/14/2016,5140,F,S,N,1,$70K - $90K,Mexico City,DF,Mexico,Food,Baking Goods,Jams and Jellies,4,13.83
12447,10/14/2016,6339,F,S,Y,0,$110K - $130K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,3,8.64
12448,10/14/2016,472,F,M,Y,0,$30K - $50K,Tacoma,WA,USA,Food,Snacks,Candy,4,7.5
12449,10/14/2016,1268,F,S,N,2,$70K - $90K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,10.26
12450,10/14/2016,3231,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,4,13.39
12451,10/14/2016,6964,M,S,Y,1,$70K - $90K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,4,8.19
12452,10/14/2016,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Canned Foods,Canned Clams,4,12.03
12453,10/14/2016,7376,M,S,Y,2,$130K - $150K,Orizaba,Veracruz,Mexico,Non-Consumable,Checkout,Miscellaneous,6,15.14
12454,10/14/2016,3711,M,S,Y,2,$110K - $130K,Bremerton,WA,USA,Drink,Beverages,Hot Beverages,3,10.42
12455,10/14/2016,3847,F,M,N,1,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,11.72
12456,10/14/2016,1990,F,S,Y,2,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,6,2.68
12457,10/14/2016,2439,F,S,N,2,$10K - $30K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Cleaning Supplies,3,16.62
12458,10/15/2016,7322,F,S,N,2,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,3,6.73
12459,10/15/2016,7392,M,S,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Dairy,Dairy,3,7.22
12460,10/15/2016,7983,M,M,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,2,2.18
12461,10/15/2016,8837,F,S,N,4,$30K - $50K,Portland,OR,USA,Food,Dairy,Dairy,4,7.34
12462,10/15/2016,8482,F,S,N,1,$10K - $30K,Portland,OR,USA,Drink,Beverages,Hot Beverages,4,4.03
12463,10/15/2016,4658,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Meat,6,10.42
12464,10/15/2016,6168,M,M,Y,4,$90K - $110K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,6,6.53
12465,10/15/2016,1004,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,6.37
12466,10/15/2016,1940,F,M,Y,1,$90K - $110K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,20.1
12467,10/15/2016,739,M,M,Y,4,$50K - $70K,Yakima,WA,USA,Food,Snacks,Candy,5,29.74
12468,10/15/2016,2444,F,S,Y,0,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Plastic Products,3,15.54
12469,10/15/2016,2638,F,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,11.84
12470,10/15/2016,2947,F,M,Y,1,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,8.59
12471,10/15/2016,9631,M,M,Y,5,$30K - $50K,Spokane,WA,USA,Food,Canned Foods,Vegetables,5,33.6
12472,10/15/2016,2706,F,M,Y,4,$70K - $90K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,15.96
12473,10/15/2016,3756,F,M,Y,3,$50K - $70K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,11.34
12474,10/15/2016,8571,M,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Deli,Side Dishes,6,27.8
12475,10/15/2016,2886,F,M,Y,3,$30K - $50K,Portland,OR,USA,Drink,Beverages,Drinks,4,13.52
12476,10/15/2016,6087,M,M,Y,4,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,17.98
12477,10/15/2016,2919,M,M,Y,1,$90K - $110K,San Andres,DF,Mexico,Food,Canned Foods,Canned Soup,3,2.4
12478,10/15/2016,8466,M,M,Y,3,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,4,18.1
12479,10/15/2016,8932,M,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Food,Dairy,Dairy,2,3.44
12480,10/15/2016,2966,F,S,N,2,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Checkout,Miscellaneous,4,5.34
12481,10/16/2016,7977,F,M,Y,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,4,4.43
12482,10/16/2016,9247,M,S,Y,4,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,3,3.65
12483,10/16/2016,1961,F,M,Y,5,$70K - $90K,Bellingham,WA,USA,Drink,Beverages,Carbonated Beverages,4,1.98
12484,10/16/2016,2029,M,M,Y,1,$50K - $70K,Vancouver,BC,Canada,Food,Snacks,Candy,5,3.53
12485,10/16/2016,6537,F,S,N,1,$10K - $30K,Los Angeles,CA,USA,Food,Snacks,Candy,3,2.69
12486,10/16/2016,3349,M,M,Y,1,$150K +,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,34.41
12487,10/16/2016,6936,F,S,N,1,$30K - $50K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,10.53
12488,10/16/2016,7241,M,M,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Baked Goods,Bread,6,17.37
12489,10/16/2016,1013,F,M,Y,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,3,11.21
12490,10/16/2016,5536,F,S,Y,0,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Baking Goods,5,31.36
12491,10/16/2016,534,F,M,Y,3,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Frozen Desserts,5,5.67
12492,10/16/2016,3001,F,M,N,1,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,5,2.08
12493,10/16/2016,5672,M,M,Y,1,$110K - $130K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,6,9.41
12494,10/16/2016,9026,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Breakfast Foods,Breakfast Foods,4,17.86
12495,10/16/2016,9456,M,S,N,1,$10K - $30K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,4,13.92
12496,10/16/2016,191,F,S,N,4,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,19.15
12497,10/16/2016,9494,M,M,Y,2,$150K +,Los Angeles,CA,USA,Non-Consumable,Household,Paper Products,5,13.06
12498,10/16/2016,4698,F,S,N,2,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Eggs,Eggs,4,3.72
12499,10/16/2016,8179,F,S,N,3,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Baking Goods,6,5.09
12500,10/16/2016,5090,M,S,N,4,$30K - $50K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Jams and Jellies,4,5.26
12501,10/16/2016,5284,F,M,N,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Deli,Side Dishes,5,38.4
12502,10/16/2016,7087,M,S,Y,4,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,4,4.96
12503,10/16/2016,753,F,S,Y,1,$90K - $110K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,4,18.48
12504,10/16/2016,1550,F,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Seafood,Seafood,3,9.04
12505,10/16/2016,411,M,M,Y,1,$10K - $30K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,3,5.57
12506,10/16/2016,8561,M,S,N,1,$10K - $30K,Seattle,WA,USA,Food,Deli,Meat,4,34.65
12507,10/16/2016,2957,M,S,Y,3,$150K +,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,5,20.41
12508,10/16/2016,4198,F,M,Y,5,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,6,18.41
12509,10/16/2016,8388,F,M,Y,5,$10K - $30K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,6,13.52
12510,10/16/2016,3518,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Household,Electrical,4,32.11
12511,10/16/2016,547,M,S,Y,0,$50K - $70K,San Diego,CA,USA,Food,Produce,Specialty,5,25.38
12512,10/17/2016,1769,F,S,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,4,14.45
12513,10/17/2016,5530,F,M,N,4,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,3,11.76
12514,10/17/2016,7425,M,S,N,1,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,4.99
12515,10/17/2016,7173,M,S,Y,5,$50K - $70K,San Francisco,CA,USA,Food,Produce,Vegetables,1,2.67
12516,10/17/2016,4627,M,S,N,4,$70K - $90K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,18.93
12517,10/17/2016,1533,M,M,Y,3,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,2,21.36
12518,10/17/2016,2446,M,S,Y,0,$10K - $30K,Camacho,Zacatecas,Mexico,Drink,Beverages,Carbonated Beverages,4,10.94
12519,10/17/2016,8364,F,M,Y,4,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,4,4.2
12520,10/17/2016,5571,M,S,Y,2,$110K - $130K,Victoria,BC,Canada,Food,Starchy Foods,Starchy Foods,3,10.44
12521,10/17/2016,6440,M,S,Y,0,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Kitchen Products,5,36.34
12522,10/17/2016,4616,F,S,N,1,$30K - $50K,Los Angeles,CA,USA,Food,Eggs,Eggs,5,15.11
12523,10/17/2016,9514,F,S,N,1,$10K - $30K,Guadalajara,Jalisco,Mexico,Food,Baking Goods,Jams and Jellies,3,1.54
12524,10/17/2016,1284,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,5,25.92
12525,10/17/2016,6423,F,S,Y,4,$110K - $130K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,13.37
12526,10/17/2016,9625,F,M,Y,2,$70K - $90K,Merida,Yucatan,Mexico,Food,Canned Products,Fruit,5,12.05
12527,10/17/2016,5071,F,M,Y,1,$30K - $50K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Paper Products,2,12.65
12528,10/17/2016,5140,F,S,N,1,$70K - $90K,San Andres,DF,Mexico,Food,Baking Goods,Baking Goods,3,15.12
12529,10/17/2016,2998,M,M,Y,4,$130K - $150K,Merida,Yucatan,Mexico,Food,Frozen Foods,Breakfast Foods,5,14.48
12530,10/17/2016,3966,M,M,Y,2,$10K - $30K,Seattle,WA,USA,Food,Snacks,Candy,4,6.32
12531,10/17/2016,10047,M,S,N,2,$30K - $50K,Vancouver,BC,Canada,Drink,Beverages,Pure Juice Beverages,4,6.08
12532,10/17/2016,9848,M,S,Y,2,$110K - $130K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,7.95
12533,10/17/2016,5528,F,S,N,2,$10K - $30K,San Diego,CA,USA,Food,Eggs,Eggs,4,14.96
12534,10/17/2016,7618,M,M,N,3,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,3,13.67
12535,10/18/2016,755,F,S,N,3,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Plastic Products,4,8.38
12536,10/18/2016,7470,M,S,N,4,$10K - $30K,Salem,OR,USA,Food,Baking Goods,Baking Goods,5,11.39
12537,10/18/2016,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,10.24
12538,10/18/2016,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Frozen Desserts,6,10.86
12539,10/18/2016,7812,F,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,12.04
12540,10/18/2016,1183,M,S,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Dairy,Dairy,5,9.91
12541,10/18/2016,3584,M,S,N,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Snacks,Candy,4,16.2
12542,10/18/2016,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,10.66
12543,10/18/2016,7782,F,S,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,7.8
12544,10/18/2016,9884,F,S,N,3,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,4,6.27
12545,10/18/2016,6227,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,2,2.57
